date,open,high,low,close,volume
2015-02-26,3194.79,3194.79,3194.79,3194.79,0
2015-02-27,3201.06,3201.06,3201.06,3201.06,0
2015-03-02,3210.65,3210.65,3210.65,3210.65,0
2015-03-03,3194.35,3194.35,3194.35,3194.35,0
2015-03-04,3224.5,3224.5,3224.5,3224.5,0
2015-03-05,3215.44,3215.44,3215.44,3215.44,0
2015-03-06,3292.83,3292.83,3292.83,3292.83,0
2015-03-09,3289.42,3289.42,3289.42,3289.42,0
2015-03-10,3249.02,3249.02,3249.02,3249.02,0
2015-03-11,3234.76,3234.76,3234.76,3234.76,0
2015-03-12,3254.53,3254.53,3254.53,3254.53,0
2015-03-13,3216.76,3216.76,3216.76,3216.76,0
2015-03-16,3256.91,3256.91,3256.91,3256.91,0
2015-03-17,3258.64,3258.64,3258.64,3258.64,0
2015-03-18,3263.04,3263.04,3263.04,3263.04,0
2015-03-19,3302.89,3302.89,3302.89,3302.89,0
2015-03-20,3378.42,3378.42,3378.42,3378.42,0
2015-03-23,3430.3,3430.3,3430.3,3430.3,0
2015-03-24,3465.76,3465.76,3465.76,3465.76,0
2015-03-25,3480.32,3480.32,3480.32,3480.32,0
2015-03-26,3456.42,3456.42,3456.42,3456.42,0
2015-03-27,3411.04,3411.04,3411.04,3411.04,0
2015-03-30,3550.3,3550.3,3550.3,3550.3,0
2015-03-31,3575.44,3575.44,3575.44,3575.44,0
2015-04-01,3637.2,3637.2,3637.2,3637.2,0
2015-04-02,3725.83,3725.83,3725.83,3725.83,0
2015-04-08,4129.48,4129.48,4129.48,4129.48,0
2015-04-09,4195.45,4195.45,4195.45,4195.45,0
2015-04-10,4228.74,4228.74,4228.74,4228.74,0
2015-04-13,4347.38,4347.38,4347.38,4347.38,0
2015-04-14,4195.0,4195.0,4195.0,4195.0,0
2015-04-15,4404.19,4404.19,4404.19,4404.19,0
2015-04-16,4410.75,4410.75,4410.75,4410.75,0
2015-04-17,4227.24,4227.24,4227.24,4227.24,0
2015-04-20,4141.12,4141.12,4141.12,4141.12,0
2015-04-21,4342.58,4342.58,4342.58,4342.58,0
2015-04-22,4503.27,4503.27,4503.27,4503.27,0
2015-04-23,4452.65,4452.65,4452.65,4452.65,0
2015-04-24,4441.26,4441.26,4441.26,4441.26,0
2015-04-27,4491.02,4491.02,4491.02,4491.02,0
2015-04-28,4480.37,4480.37,4480.37,4480.37,0
2015-04-29,4525.78,4525.78,4525.78,4525.78,0
2015-04-30,4477.89,4477.89,4477.89,4477.89,0
2015-05-04,4449.32,4449.32,4449.32,4449.32,0
2015-05-05,4389.89,4389.89,4389.89,4389.89,0
2015-05-06,4290.09,4290.09,4290.09,4290.09,0
2015-05-07,4164.95,4164.95,4164.95,4164.95,0
2015-05-08,4358.88,4358.88,4358.88,4358.88,0
2015-05-11,4481.27,4481.27,4481.27,4481.27,0
2015-05-12,4370.54,4370.54,4370.54,4370.54,0
2015-05-13,4503.6,4503.6,4503.6,4503.6,0
2015-05-14,4537.44,4537.44,4537.44,4537.44,0
2015-05-15,4560.69,4560.69,4560.69,4560.69,0
2015-05-18,4662.76,4662.76,4662.76,4662.76,0
2015-05-19,4691.97,4691.97,4691.97,4691.97,0
2015-05-20,4719.87,4719.87,4719.87,4719.87,0
2015-05-21,4635.55,4635.55,4635.55,4635.55,0
2015-05-22,4610.49,4610.49,4610.49,4610.49,0
2015-05-26,4715.23,4715.23,4715.23,4715.23,0
2015-05-27,4656.84,4656.84,4656.84,4656.84,0
2015-05-28,4582.42,4582.42,4582.42,4582.42,0
2015-05-29,4655.64,4655.64,4655.64,4655.64,0
2015-06-01,4717.96,4717.96,4717.96,4717.96,0
2015-06-02,4661.94,4661.94,4661.94,4661.94,0
2015-06-03,4582.6,4582.6,4582.6,4582.6,0
2015-06-04,4495.01,4495.01,4495.01,4495.01,0
2015-06-05,4411.95,4411.95,4411.95,4411.95,0
2015-06-08,4324.05,4324.05,4324.05,4324.05,0
2015-06-09,4184.25,4184.25,4184.25,4184.25,0
2015-06-10,4199.95,4199.95,4199.95,4199.95,0
2015-06-11,4248.67,4248.67,4248.67,4248.67,0
2015-06-12,4301.08,4301.08,4301.08,4301.08,0
2015-06-15,4197.13,4197.13,4197.13,4197.13,0
2015-06-16,4133.03,4133.03,4133.03,4133.03,0
2015-06-17,4230.21,4230.21,4230.21,4230.21,0
2015-06-18,4268.24,4268.24,4268.24,4268.24,0
2015-06-19,4221.03,4221.03,4221.03,4221.03,0
2015-06-22,4253.66,4253.66,4253.66,4253.66,0
2015-06-23,4335.57,4335.57,4335.57,4335.57,0
2015-06-24,4371.45,4371.45,4371.45,4371.45,0
2015-06-25,4331.65,4331.65,4331.65,4331.65,0
2015-06-26,4214.04,4214.04,4214.04,4214.04,0
2015-06-29,3983.46,3983.46,3983.46,3983.46,0
2015-06-30,4065.13,4065.13,4065.13,4065.13,0
2015-07-02,3966.1,3966.1,3966.1,3966.1,0
2015-07-03,3787.32,3787.32,3787.32,3787.32,0
2015-07-06,3476.87,3476.87,3476.87,3476.87,0
2015-07-07,3264.89,3264.89,3264.89,3264.89,0
2015-07-08,3062.32,3062.32,3062.32,3062.32,0
2015-07-09,3506.71,3506.71,3506.71,3506.71,0
2015-07-10,3635.5,3635.5,3635.5,3635.5,0
2015-07-13,3719.99,3719.99,3719.99,3719.99,0
2015-07-14,3724.37,3724.37,3724.37,3724.37,0
2015-07-15,3617.03,3617.03,3617.03,3617.03,0
2015-07-16,3690.37,3690.37,3690.37,3690.37,0
2015-07-17,3769.96,3769.96,3769.96,3769.96,0
2015-07-20,3792.88,3792.88,3792.88,3792.88,0
2015-07-21,3777.34,3777.34,3777.34,3777.34,0
2015-07-22,3676.57,3676.57,3676.57,3676.57,0
2015-07-23,3734.09,3734.09,3734.09,3734.09,0
2015-07-24,3721.84,3721.84,3721.84,3721.84,0
2015-07-27,3454.36,3454.36,3454.36,3454.36,0
2015-07-28,3460.87,3460.87,3460.87,3460.87,0
2015-07-29,3468.94,3468.94,3468.94,3468.94,0
2015-07-30,3415.23,3415.23,3415.23,3415.23,0
2015-07-31,3407.45,3407.45,3407.45,3407.45,0
2015-08-03,3328.61,3328.61,3328.61,3328.61,0
2015-08-04,3322.09,3322.09,3322.09,3322.09,0
2015-08-05,3342.36,3342.36,3342.36,3342.36,0
2015-08-06,3300.42,3300.42,3300.42,3300.42,0
2015-08-07,3330.94,3330.94,3330.94,3330.94,0
2015-08-10,3413.05,3413.05,3413.05,3413.05,0
2015-08-11,3395.52,3395.52,3395.52,3395.52,0
2015-08-12,3336.38,3336.38,3336.38,3336.38,0
2015-08-13,3340.85,3340.85,3340.85,3340.85,0
2015-08-14,3312.57,3312.57,3312.57,3312.57,0
2015-08-17,3281.27,3281.27,3281.27,3281.27,0
2015-08-18,3172.18,3172.18,3172.18,3172.18,0
2015-08-19,3135.75,3135.75,3135.75,3135.75,0
2015-08-20,3017.08,3017.08,3017.08,3017.08,0
2015-08-21,2914.58,2914.58,2914.58,2914.58,0
2015-08-24,2697.35,2697.35,2697.35,2697.35,0
2015-08-25,2749.46,2749.46,2749.46,2749.46,0
2015-08-26,2762.53,2762.53,2762.53,2762.53,0
2015-08-27,2954.32,2954.32,2954.32,2954.32,0
2015-08-28,2968.93,2968.93,2968.93,2968.93,0
2015-08-31,2925.54,2925.54,2925.54,2925.54,0
2015-09-01,2868.3,2868.3,2868.3,2868.3,0
2015-09-02,2850.16,2850.16,2850.16,2850.16,0
2015-09-04,2893.21,2893.21,2893.21,2893.21,0
2015-09-07,2875.66,2875.66,2875.66,2875.66,0
2015-09-08,2996.65,2996.65,2996.65,2996.65,0
2015-09-09,3059.48,3059.48,3059.48,3059.48,0
2015-09-10,3003.88,3003.88,3003.88,3003.88,0
2015-09-11,3002.57,3002.57,3002.57,3002.57,0
2015-09-14,2970.07,2970.07,2970.07,2970.07,0
2015-09-15,2968.99,2968.99,2968.99,2968.99,0
2015-09-16,3063.18,3063.18,3063.18,3063.18,0
2015-09-17,3097.81,3097.81,3097.81,3097.81,0
2015-09-18,3173.32,3173.32,3173.32,3173.32,0
2015-09-21,3195.99,3195.99,3195.99,3195.99,0
2015-09-22,3165.8,3165.8,3165.8,3165.8,0
2015-09-23,3076.31,3076.31,3076.31,3076.31,0
2015-09-24,3068.42,3068.42,3068.42,3068.42,0
2015-09-25,3045.78,3045.78,3045.78,3045.78,0
2015-09-29,2951.71,2951.71,2951.71,2951.71,0
2015-09-30,3005.87,3005.87,3005.87,3005.87,0
2015-10-02,3101.71,3101.71,3101.71,3101.71,0
2015-10-05,3117.36,3117.36,3117.36,3117.36,0
2015-10-06,3118.35,3118.35,3118.35,3118.35,0
2015-10-07,3204.94,3204.94,3204.94,3204.94,0
2015-10-08,3166.53,3166.53,3166.53,3166.53,0
2015-10-09,3177.17,3177.17,3177.17,3177.17,0
2015-10-12,3273.57,3273.57,3273.57,3273.57,0
2015-10-13,3264.13,3264.13,3264.13,3264.13,0
2015-10-14,3227.44,3227.44,3227.44,3227.44,0
2015-10-15,3290.62,3290.62,3290.62,3290.62,0
2015-10-16,3338.39,3338.39,3338.39,3338.39,0
2015-10-19,3305.51,3305.51,3305.51,3305.51,0
2015-10-20,3284.82,3284.82,3284.82,3284.82,0
2015-10-22,3291.15,3291.15,3291.15,3291.15,0
2015-10-23,3317.36,3317.36,3317.36,3317.36,0
2015-10-26,3325.27,3325.27,3325.27,3325.27,0
2015-10-27,3314.04,3314.04,3314.04,3314.04,0
2015-10-28,3287.7,3287.7,3287.7,3287.7,0
2015-10-29,3269.54,3269.54,3269.54,3269.54,0
2015-10-30,3287.79,3287.79,3287.79,3287.79,0
2015-11-02,3254.99,3254.99,3254.99,3254.99,0
2015-11-03,3305.21,3305.21,3305.21,3305.21,0
2015-11-04,3411.14,3411.14,3411.14,3411.14,0
2015-11-05,3396.96,3396.96,3396.96,3396.96,0
2015-11-06,3429.69,3429.69,3429.69,3429.69,0
2015-11-09,3422.26,3422.26,3422.26,3422.26,0
2015-11-10,3350.76,3350.76,3350.76,3350.76,0
2015-11-11,3341.14,3341.14,3341.14,3341.14,0
2015-11-12,3445.61,3445.61,3445.61,3445.61,0
2015-11-13,3435.75,3435.75,3435.75,3435.75,0
2015-11-16,3394.75,3394.75,3394.75,3394.75,0
2015-11-17,3418.78,3418.78,3418.78,3418.78,0
2015-11-18,3422.25,3422.25,3422.25,3422.25,0
2015-11-19,3511.61,3511.61,3511.61,3511.61,0
2015-11-20,3574.67,3574.67,3574.67,3574.67,0
2015-11-23,3593.47,3593.47,3593.47,3593.47,0
2015-11-24,3587.52,3587.52,3587.52,3587.52,0
2015-11-25,3592.55,3592.55,3592.55,3592.55,0
2015-11-26,3531.3,3531.3,3531.3,3531.3,0
2015-11-27,3434.35,3434.35,3434.35,3434.35,0
2015-11-30,3442.77,3442.77,3442.77,3442.77,0
2015-12-01,3486.8,3486.8,3486.8,3486.8,0
2015-12-02,3481.35,3481.35,3481.35,3481.35,0
2015-12-03,3473.36,3473.36,3473.36,3473.36,0
2015-12-04,3439.01,3439.01,3439.01,3439.01,0
2015-12-07,3451.35,3451.35,3451.35,3451.35,0
2015-12-08,3414.29,3414.29,3414.29,3414.29,0
2015-12-09,3390.14,3390.14,3390.14,3390.14,0
2015-12-10,3344.52,3344.52,3344.52,3344.52,0
2015-12-11,3296.58,3296.58,3296.58,3296.58,0
2015-12-14,3296.6,3296.6,3296.6,3296.6,0
2015-12-15,3293.3,3293.3,3293.3,3293.3,0
2015-12-16,3326.6,3326.6,3326.6,3326.6,0
2015-12-17,3336.08,3336.08,3336.08,3336.08,0
2015-12-18,3284.64,3284.64,3284.64,3284.64,0
2015-12-21,3286.19,3286.19,3286.19,3286.19,0
2015-12-22,3305.72,3305.72,3305.72,3305.72,0
2015-12-23,3317.76,3317.76,3317.76,3317.76,0
2015-12-24,3310.39,3310.39,3310.39,3310.39,0
2015-12-28,3288.84,3288.84,3288.84,3288.84,0
2015-12-29,3291.24,3291.24,3291.24,3291.24,0
2015-12-30,3306.77,3306.77,3306.77,3306.77,0
2015-12-31,3309.53,3309.53,3309.53,3309.53,0
2016-01-04,3192.45,3192.45,3192.45,3192.45,0
2016-01-05,3182.63,3182.63,3182.63,3182.63,0
2016-01-06,3178.15,3178.15,3178.15,3178.15,0
2016-01-07,3030.56,3030.56,3030.56,3030.56,0
2016-01-08,3080.95,3080.95,3080.95,3080.95,0
2016-01-11,2945.66,2945.66,2945.66,2945.66,0
2016-01-12,2897.84,2897.84,2897.84,2897.84,0
2016-01-13,2908.94,2908.94,2908.94,2908.94,0
2016-01-14,2904.34,2904.34,2904.34,2904.34,0
2016-01-15,2836.13,2836.13,2836.13,2836.13,0
2016-01-18,2809.75,2809.75,2809.75,2809.75,0
2016-01-19,2919.41,2919.41,2919.41,2919.41,0
2016-01-20,2804.06,2804.06,2804.06,2804.06,0
2016-01-21,2720.06,2720.06,2720.06,2720.06,0
2016-01-22,2831.96,2831.96,2831.96,2831.96,0
2016-01-25,2885.59,2885.59,2885.59,2885.59,0
2016-01-26,2815.78,2815.78,2815.78,2815.78,0
2016-01-27,2813.18,2813.18,2813.18,2813.18,0
2016-01-28,2783.51,2783.51,2783.51,2783.51,0
2016-01-29,2877.51,2877.51,2877.51,2877.51,0
2016-02-01,2913.91,2913.91,2913.91,2913.91,0
2016-02-02,2948.16,2948.16,2948.16,2948.16,0
2016-02-03,2859.72,2859.72,2859.72,2859.72,0
2016-02-04,2881.75,2881.75,2881.75,2881.75,0
2016-02-05,2877.95,2877.95,2877.95,2877.95,0
2016-02-11,2786.21,2786.21,2786.21,2786.21,0
2016-02-12,2752.31,2752.31,2752.31,2752.31,0
2016-02-15,2817.38,2817.38,2817.38,2817.38,0
2016-02-16,2868.15,2868.15,2868.15,2868.15,0
2016-02-17,2844.92,2844.92,2844.92,2844.92,0
2016-02-18,2955.5,2955.5,2955.5,2955.5,0
2016-02-19,2986.78,2986.78,2986.78,2986.78,0
2016-02-22,2982.09,2982.09,2982.09,2982.09,0
2016-02-23,2967.0,2967.0,2967.0,2967.0,0
2016-02-24,2936.8,2936.8,2936.8,2936.8,0
2016-02-25,2866.09,2866.09,2866.09,2866.09,0
2016-02-26,2947.24,2947.24,2947.24,2947.24,0
2016-02-29,2923.63,2923.63,2923.63,2923.63,0
2016-03-01,2975.93,2975.93,2975.93,2975.93,0
2016-03-02,3071.35,3071.35,3071.35,3071.35,0
2016-03-03,3038.94,3038.94,3038.94,3038.94,0
2016-03-04,3062.16,3062.16,3062.16,3062.16,0
2016-03-07,3071.69,3071.69,3071.69,3071.69,0
2016-03-08,3043.6,3043.6,3043.6,3043.6,0
2016-03-09,3010.19,3010.19,3010.19,3010.19,0
2016-03-10,2974.74,2974.74,2974.74,2974.74,0
2016-03-11,3014.77,3014.77,3014.77,3014.77,0
2016-03-14,3042.24,3042.24,3042.24,3042.24,0
2016-03-15,3040.67,3040.67,3040.67,3040.67,0
2016-03-16,3041.7,3041.7,3041.7,3041.7,0
2016-03-17,3112.71,3112.71,3112.71,3112.71,0
2016-03-18,3158.0,3158.0,3158.0,3158.0,0
2016-03-21,3222.85,3222.85,3222.85,3222.85,0
2016-03-22,3228.43,3228.43,3228.43,3228.43,0
2016-03-23,3215.34,3215.34,3215.34,3215.34,0
2016-03-24,3198.53,3198.53,3198.53,3198.53,0
2016-03-29,3178.93,3178.93,3178.93,3178.93,0
2016-03-30,3224.31,3224.31,3224.31,3224.31,0
2016-03-31,3241.03,3241.03,3241.03,3241.03,0
2016-04-01,3209.42,3209.42,3209.42,3209.42,0
2016-04-05,3176.77,3176.77,3176.77,3176.77,0
2016-04-06,3223.88,3223.88,3223.88,3223.88,0
2016-04-07,3225.96,3225.96,3225.96,3225.96,0
2016-04-08,3215.62,3215.62,3215.62,3215.62,0
2016-04-11,3247.36,3247.36,3247.36,3247.36,0
2016-04-12,3281.22,3281.22,3281.22,3281.22,0
2016-04-13,3329.2,3329.2,3329.2,3329.2,0
2016-04-14,3337.42,3337.42,3337.42,3337.42,0
2016-04-15,3352.19,3352.19,3352.19,3352.19,0
2016-04-18,3351.24,3351.24,3351.24,3351.24,0
2016-04-19,3371.82,3371.82,3371.82,3371.82,0
2016-04-20,3307.23,3307.23,3307.23,3307.23,0
2016-04-21,3343.83,3343.83,3343.83,3343.83,0
2016-04-22,3335.98,3335.98,3335.98,3335.98,0
2016-04-25,3341.54,3341.54,3341.54,3341.54,0
2016-04-26,3305.65,3305.65,3305.65,3305.65,0
2016-04-27,3296.73,3296.73,3296.73,3296.73,0
2016-04-28,3315.17,3315.17,3315.17,3315.17,0
2016-04-29,3275.92,3275.92,3275.92,3275.92,0
2016-05-03,3228.89,3228.89,3228.89,3228.89,0
2016-05-04,3218.41,3218.41,3218.41,3218.41,0
2016-05-05,3186.94,3186.94,3186.94,3186.94,0
2016-05-06,3103.36,3103.36,3103.36,3103.36,0
2016-05-09,3097.0,3097.0,3097.0,3097.0,0
2016-05-10,3084.26,3084.26,3084.26,3084.26,0
2016-05-11,3125.12,3125.12,3125.12,3125.12,0
2016-05-12,3113.94,3113.94,3113.94,3113.94,0
2016-05-13,3088.54,3088.54,3088.54,3088.54,0
2016-05-16,3111.53,3111.53,3111.53,3111.53,0
2016-05-17,3140.63,3140.63,3140.63,3140.63,0
2016-05-18,3108.27,3108.27,3108.27,3108.27,0
2016-05-19,3094.45,3094.45,3094.45,3094.45,0
2016-05-20,3060.86,3060.86,3060.86,3060.86,0
2016-05-23,3080.82,3080.82,3080.82,3080.82,0
2016-05-24,3089.42,3089.42,3089.42,3089.42,0
2016-05-25,3122.6,3122.6,3122.6,3122.6,0
2016-05-26,3117.75,3117.75,3117.75,3117.75,0
2016-05-27,3165.76,3165.76,3165.76,3165.76,0
2016-05-30,3216.39,3216.39,3216.39,3216.39,0
2016-05-31,3239.42,3239.42,3239.42,3239.42,0
2016-06-01,3244.85,3244.85,3244.85,3244.85,0
2016-06-02,3257.31,3257.31,3257.31,3257.31,0
2016-06-03,3275.37,3275.37,3275.37,3275.37,0
2016-06-06,3286.78,3286.78,3286.78,3286.78,0
2016-06-07,3359.18,3359.18,3359.18,3359.18,0
2016-06-08,3308.9,3308.9,3308.9,3308.9,0
2016-06-10,3233.9,3233.9,3233.9,3233.9,0
2016-06-13,3154.99,3154.99,3154.99,3154.99,0
2016-06-14,3152.06,3152.06,3152.06,3152.06,0
2016-06-15,3209.56,3209.56,3209.56,3209.56,0
2016-06-16,3151.92,3151.92,3151.92,3151.92,0
2016-06-17,3172.17,3172.17,3172.17,3172.17,0
2016-06-20,3191.94,3191.94,3191.94,3191.94,0
2016-06-21,3216.79,3216.79,3216.79,3216.79,0
2016-06-22,3260.17,3260.17,3260.17,3260.17,0
2016-06-23,3241.83,3241.83,3241.83,3241.83,0
2016-06-24,3171.17,3171.17,3171.17,3171.17,0
2016-06-27,3162.12,3162.12,3162.12,3162.12,0
2016-06-28,3138.13,3138.13,3138.13,3138.13,0
2016-06-29,3171.67,3171.67,3171.67,3171.67,0
2016-06-30,3197.36,3197.36,3197.36,3197.36,0
2016-07-04,3205.69,3205.69,3205.69,3205.69,0
2016-07-05,3171.21,3171.21,3171.21,3171.21,0
2016-07-06,3130.85,3130.85,3130.85,3130.85,0
2016-07-07,3147.39,3147.39,3147.39,3147.39,0
2016-07-08,3154.38,3154.38,3154.38,3154.38,0
2016-07-11,3166.86,3166.86,3166.86,3166.86,0
2016-07-12,3225.42,3225.42,3225.42,3225.42,0
2016-07-13,3229.96,3229.96,3229.96,3229.96,0
2016-07-14,3263.09,3263.09,3263.09,3263.09,0
2016-07-15,3260.59,3260.59,3260.59,3260.59,0
2016-07-18,3274.02,3274.02,3274.02,3274.02,0
2016-07-19,3270.48,3270.48,3270.48,3270.48,0
2016-07-20,3311.76,3311.76,3311.76,3311.76,0
2016-07-21,3360.03,3360.03,3360.03,3360.03,0
2016-07-22,3368.08,3368.08,3368.08,3368.08,0
2016-07-25,3352.64,3352.64,3352.64,3352.64,0
2016-07-26,3340.39,3340.39,3340.39,3340.39,0
2016-07-27,3357.75,3357.75,3357.75,3357.75,0
2016-07-28,3364.25,3364.25,3364.25,3364.25,0
2016-07-29,3318.24,3318.24,3318.24,3318.24,0
2016-08-01,3356.39,3356.39,3356.39,3356.39,0
2016-08-03,3365.28,3365.28,3365.28,3365.28,0
2016-08-04,3381.77,3381.77,3381.77,3381.77,0
2016-08-05,3434.11,3434.11,3434.11,3434.11,0
2016-08-08,3533.66,3533.66,3533.66,3533.66,0
2016-08-09,3508.09,3508.09,3508.09,3508.09,0
2016-08-10,3493.82,3493.82,3493.82,3493.82,0
2016-08-11,3530.83,3530.83,3530.83,3530.83,0
2016-08-12,3564.44,3564.44,3564.44,3564.44,0
2016-08-15,3573.18,3573.18,3573.18,3573.18,0
2016-08-16,3640.7,3640.7,3640.7,3640.7,0
2016-08-17,3595.52,3595.52,3595.52,3595.52,0
2016-08-18,3659.53,3659.53,3659.53,3659.53,0
2016-08-19,3669.07,3669.07,3669.07,3669.07,0
2016-08-22,3686.08,3686.08,3686.08,3686.08,0
2016-08-23,3635.94,3635.94,3635.94,3635.94,0
2016-08-24,3616.67,3616.67,3616.67,3616.67,0
2016-08-25,3583.67,3583.67,3583.67,3583.67,0
2016-08-26,3647.42,3647.42,3647.42,3647.42,0
2016-08-29,3672.58,3672.58,3672.58,3672.58,0
2016-08-30,3761.44,3761.44,3761.44,3761.44,0
2016-08-31,3713.08,3713.08,3713.08,3713.08,0
2016-09-01,3699.18,3699.18,3699.18,3699.18,0
2016-09-02,3730.87,3730.87,3730.87,3730.87,0
2016-09-05,3771.82,3771.82,3771.82,3771.82,0
2016-09-06,3848.98,3848.98,3848.98,3848.98,0
2016-09-07,3813.98,3813.98,3813.98,3813.98,0
2016-09-08,3852.8,3852.8,3852.8,3852.8,0
2016-09-09,3829.14,3829.14,3829.14,3829.14,0
2016-09-12,3678.67,3678.67,3678.67,3678.67,0
2016-09-13,3685.11,3685.11,3685.11,3685.11,0
2016-09-14,3715.46,3715.46,3715.46,3715.46,0
2016-09-15,3790.57,3790.57,3790.57,3790.57,0
2016-09-19,3810.14,3810.14,3810.14,3810.14,0
2016-09-20,3795.6,3795.6,3795.6,3795.6,0
2016-09-21,3841.35,3841.35,3841.35,3841.35,0
2016-09-22,3849.93,3849.93,3849.93,3849.93,0
2016-09-23,3822.43,3822.43,3822.43,3822.43,0
2016-09-26,3704.9,3704.9,3704.9,3704.9,0
2016-09-27,3755.78,3755.78,3755.78,3755.78,0
2016-09-28,3756.23,3756.23,3756.23,3756.23,0
2016-09-29,3800.98,3800.98,3800.98,3800.98,0
2016-09-30,3726.91,3726.91,3726.91,3726.91,0
2016-10-03,3799.18,3799.18,3799.18,3799.18,0
2016-10-04,3811.54,3811.54,3811.54,3811.54,0
2016-10-05,3821.33,3821.33,3821.33,3821.33,0
2016-10-06,3841.25,3841.25,3841.25,3841.25,0
2016-10-07,3823.89,3823.89,3823.89,3823.89,0
2016-10-11,3788.38,3788.38,3788.38,3788.38,0
2016-10-12,3776.94,3776.94,3776.94,3776.94,0
2016-10-13,3714.7,3714.7,3714.7,3714.7,0
2016-10-14,3743.82,3743.82,3743.82,3743.82,0
2016-10-17,3703.81,3703.81,3703.81,3703.81,0
2016-10-18,3787.53,3787.53,3787.53,3787.53,0
2016-10-19,3783.76,3783.76,3783.76,3783.76,0
2016-10-20,3806.46,3806.46,3806.46,3806.46,0
2016-10-24,3808.9,3808.9,3808.9,3808.9,0
2016-10-25,3813.7,3813.7,3813.7,3813.7,0
2016-10-26,3788.54,3788.54,3788.54,3788.54,0
2016-10-27,3762.94,3762.94,3762.94,3762.94,0
2016-10-28,3753.06,3753.06,3753.06,3753.06,0
2016-10-31,3713.24,3713.24,3713.24,3713.24,0
2016-11-01,3768.98,3768.98,3768.98,3768.98,0
2016-11-02,3726.91,3726.91,3726.91,3726.91,0
2016-11-03,3709.02,3709.02,3709.02,3709.02,0
2016-11-04,3720.66,3720.66,3720.66,3720.66,0
2016-11-07,3752.29,3752.29,3752.29,3752.29,0
2016-11-08,3766.29,3766.29,3766.29,3766.29,0
2016-11-09,3716.81,3716.81,3716.81,3716.81,0
2016-11-10,3834.42,3834.42,3834.42,3834.42,0
2016-11-11,3779.16,3779.16,3779.16,3779.16,0
2016-11-14,3703.81,3703.81,3703.81,3703.81,0
2016-11-15,3670.61,3670.61,3670.61,3670.61,0
2016-11-16,3709.01,3709.01,3709.01,3709.01,0
2016-11-17,3701.25,3701.25,3701.25,3701.25,0
2016-11-18,3760.09,3760.09,3760.09,3760.09,0
2016-11-21,3757.35,3757.35,3757.35,3757.35,0
2016-11-22,3764.09,3764.09,3764.09,3764.09,0
2016-11-23,3755.92,3755.92,3755.92,3755.92,0
2016-11-24,3733.43,3733.43,3733.43,3733.43,0
2016-11-25,3722.66,3722.66,3722.66,3722.66,0
2016-11-28,3797.17,3797.17,3797.17,3797.17,0
2016-11-29,3778.62,3778.62,3778.62,3778.62,0
2016-11-30,3781.0,3781.0,3781.0,3781.0,0
2016-12-01,3754.03,3754.03,3754.03,3754.03,0
2016-12-02,3700.1,3700.1,3700.1,3700.1,0
2016-12-05,3672.67,3672.67,3672.67,3672.67,0
2016-12-06,3669.11,3669.11,3669.11,3669.11,0
2016-12-07,3660.88,3660.88,3660.88,3660.88,0
2016-12-08,3643.64,3643.64,3643.64,3643.64,0
2016-12-09,3578.99,3578.99,3578.99,3578.99,0
2016-12-12,3497.68,3497.68,3497.68,3497.68,0
